level_0,index,city,year,latitude,longitude,log_pop,num_people,diversity,capital,university,commune,bishop,fup,notability_index,city_id,year_id
432,702,Canicatti,1700,37.35,13.85,1.9459101490553132,2,0.6931471805599453,0,0,0,0,11.601,31.818613,128,5
433,703,Canicatti,1800,37.35,13.85,2.772588722239781,10,2.3978952727983707,0,0,0,0,21.921,183.122137,128,6
434,705,Carcassonne,1300,43.217,2.35,2.3978952727983707,1,-0.0,0,0,1,1,6.639,17.997097,129,1
435,706,Carcassonne,1400,43.217,2.35,1.791759469228055,1,-0.0,0,0,1,1,4.8805,18.641424,129,2
436,709,Carcassonne,1700,43.217,2.35,2.3978952727983707,78,3.4735668431026427,0,0,1,1,11.49,1285.044765,129,5
437,710,Carcassonne,1800,43.217,2.35,2.70805020110221,114,4.052693157561703,0,0,1,1,19.716,2068.793816,129,6
438,714,Carmagnole,1800,44.85,7.717,2.302585092994046,29,3.3423560629361564,0,0,0,0,27.688,517.233303,130,6
439,717,Carmona (Karmuna),1500,37.467,-5.633,1.9459101490553132,4,1.945910149055313,0,0,1,0,6.8497,73.063718,131,3
440,718,Carmona (Karmuna),1600,37.467,-5.633,2.0794415416798357,1,-0.0,0,0,1,0,12.838,17.169157,131,4
441,719,Carmona (Karmuna),1700,37.467,-5.633,2.0794415416798357,4,1.6094379124341005,0,0,1,0,10.964,76.84967,131,5
442,720,Carmona (Karmuna),1800,37.467,-5.633,2.4849066497880004,6,2.19722457733622,0,0,1,0,18.403,108.362942,131,6
443,721,Cartagena (Kartadjanna),1200,37.6,-0.983,2.302585092994046,1,0.6931471805599453,0,0,0,0,3.8014,21.396559,132,0
444,724,Cartagena (Kartadjanna),1600,37.6,-0.983,1.6094379124341003,3,1.3862943611198906,0,0,0,1,8.4588,60.865633,132,4
445,725,Cartagena (Kartadjanna),1700,37.6,-0.983,2.4849066497880004,13,2.772588722239781,0,0,0,1,8.9299,247.200961,132,5
446,726,Cartagena (Kartadjanna),1800,37.6,-0.983,3.2188758248682006,37,3.679760009116018,0,0,0,1,15.745,665.250119,132,6
447,733,Casale,1800,45.133,8.45,2.772588722239781,51,3.8828879747864247,0,0,0,0,26.913,907.73931,133,6
448,735,Castellon-de-la-Plana,1300,39.983,-0.033,1.9459101490553132,1,-0.0,0,0,0,0,5.7517,16.99728,134,1
449,736,Castellon-de-la-Plana,1500,39.983,-0.033,1.9459101490553132,1,-0.0,0,0,0,0,5.8158,20.767843,134,3
450,739,Castellon-de-la-Plana,1800,39.983,-0.033,2.5649493574615367,13,2.639057329615258,0,0,1,0,17.014,236.73635,134,6
451,741,Castelvetrano,1700,37.683,12.783,2.4849066497880004,1,-0.0,0,0,0,0,11.303,16.896311,135,5
452,742,Castelvetrano,1800,37.683,12.783,2.6390573296152584,5,1.6094379124341005,0,0,0,0,21.574,89.406173,135,6
453,748,Castres,1800,43.6,2.25,2.5649493574615367,48,3.5875619716280385,0,0,0,0,20.136,863.494065,136,6
454,751,Castroreale,1600,38.1,15.2,2.302585092994046,2,0.6931471805599453,0,0,0,0,11.56,33.719392,137,4
455,752,Castroreale,1700,38.1,15.2,2.3978952727983707,5,1.7917594692280547,0,0,0,0,11.292,88.849593,137,5
456,753,Castroreale,1800,38.1,15.2,2.3978952727983707,20,3.044522437723422,0,0,0,0,19.392,342.940063,137,6
457,754,Catania,1200,37.5,15.1,2.70805020110221,3,1.945910149055313,0,0,0,1,3.4557,55.287131,138,0
458,755,Catania,1300,37.5,15.1,2.302585092994046,11,3.4738033482643207,0,0,0,1,5.0714,267.340765,138,1
459,757,Catania,1500,37.5,15.1,2.6390573296152584,4,1.6094379124341005,0,1,0,1,5.6343,69.39522199999999,138,3
460,758,Catania,1600,37.5,15.1,2.70805020110221,7,1.945910149055313,0,1,0,1,10.231,116.543966,138,4
461,759,Catania,1700,37.5,15.1,2.8903717578961645,18,3.014946880179594,0,1,0,1,11.424,320.743781,138,5
462,760,Catania,1800,37.5,15.1,3.8066624897703196,82,4.47321896557489,0,1,0,1,19.835,1442.02339,138,6
463,763,Catanzaro,1600,38.9,16.583,2.302585092994046,18,2.7129621730528912,0,0,0,1,9.1983,314.3713,139,4
464,764,Catanzaro,1700,38.9,16.583,2.3978952727983707,19,2.9264175554979963,0,0,0,1,9.5852,336.208549,139,5
465,765,Catanzaro,1800,38.9,16.583,2.5649493574615367,73,4.13460857496856,0,0,0,1,16.575,1261.875395,139,6
466,769,Cava di Tirreni,1800,40.7,14.7,2.995732273553991,8,2.19722457733622,0,0,0,1,29.421,145.994829,140,6
467,772,Cazorla,1600,37.917,-3.0,2.3978952727983707,5,1.7917594692280547,0,0,0,0,10.2,81.490066,141,4
468,778,Ccuneo,1600,44.383,7.533,2.302585092994046,3,1.0986122886681096,0,0,0,0,12.319,48.85835,142,4
469,779,Ccuneo,1700,44.383,7.533,2.4849066497880004,10,2.484906649788001,0,0,0,0,14.384,184.44516,142,5
470,780,Ccuneo,1800,44.383,7.533,2.8903717578961645,38,3.678930802514941,0,0,0,0,23.982,684.589931,142,6
471,785,Ceske Budejovice (Budweis),1700,48.983,14.467,2.772588722239781,23,3.344548858606444,0,0,1,0,10.767,433.552979,143,5
472,786,Ceske Budejovice (Budweis),1800,48.983,14.467,1.6094379124341003,93,4.79379026431521,0,0,1,0,18.538,1757.129025,143,6
473,790,Chalon-sur-saone,1500,46.783,4.85,2.0794415416798357,13,3.2444926304072963,0,0,1,1,7.7296,249.964876,144,3
474,793,Chalon-sur-saone,1800,46.783,4.85,2.3978952727983707,179,4.609477360426475,0,0,1,0,22.99,3271.145706,144,6
475,794,Chalons-sur-Marne,1200,48.95,4.367,2.4849066497880004,3,1.945910149055313,0,0,1,1,5.5314,69.507646,145,0
476,795,Chalons-sur-Marne,1300,48.95,4.367,2.302585092994046,5,1.6769877743224173,0,0,0,1,8.5957,89.687057,145,1
477,799,Chalons-sur-Marne,1700,48.95,4.367,2.3978952727983707,72,4.01804062434396,0,0,1,1,16.337,1245.566896,145,5
478,800,Chalons-sur-Marne,1800,48.95,4.367,2.3978952727983707,71,3.9842306583557874,0,0,1,1,25.208,1261.419925,145,6
479,806,Chambery,1700,45.6,5.9,2.302585092994046,82,4.314018047432721,0,0,0,1,14.138,1476.178759,146,5
480,807,Chambery,1800,45.6,5.9,2.302585092994046,149,4.610197256062412,0,0,0,1,22.535,2619.523285,146,6
481,808,Chartres,1200,48.45,1.5,1.9459101490553132,2,1.6094379124341005,0,0,0,1,5.6752,49.505018,147,0
482,809,Chartres,1300,48.45,1.5,2.1972245773362196,2,1.0986122886681096,0,0,1,1,8.9436,30.148138,147,1
483,813,Chartres,1700,48.45,1.5,2.4849066497880004,81,4.167783303367112,0,0,1,1,18.168,1405.915719,147,5
484,814,Chartres,1800,48.45,1.5,2.772588722239781,108,4.610449939411394,0,0,1,1,27.763,2027.56024,147,6
485,820,Chatham,1700,51.361,0.535,1.6094379124341003,39,4.195507772578535,0,0,0,0,19.218,856.977485,148,5
486,821,Chatham,1800,51.361,0.535,3.091042453358316,227,5.308283239113835,0,0,0,0,33.806,4356.918186,148,6
487,825,Chemnitz (olim Karl-Marx-Stadt),1600,50.833,12.917,1.6094379124341003,95,4.531888776353113,0,0,1,0,9.8378,1669.659588,149,4
488,827,Chemnitz (olim Karl-Marx-Stadt),1800,50.833,12.917,2.6390573296152584,441,5.856675821534999,0,0,1,0,19.233,7656.064558,149,6
489,832,Cherbourg,1800,49.65,-1.65,2.3978952727983707,93,4.591175357746138,0,0,0,0,21.558,1714.093777,150,6
490,836,Chester,1600,53.192,-2.891,1.791759469228055,9,2.484906649788001,0,0,1,0,6.6374,201.593935,151,4
491,837,Chester,1700,53.192,-2.891,1.6094379124341003,26,3.721032163662311,0,0,1,0,9.1147,553.870222,151,5
492,838,Chester,1800,53.192,-2.891,2.70805020110221,100,4.7744361623717975,0,0,1,0,25.287,1883.127333,151,6
493,843,Chieti,1600,42.35,14.167,2.302585092994046,11,2.458311329683084,0,0,0,1,11.578,191.150908,152,4
494,844,Chieti,1700,42.35,14.167,2.1972245773362196,20,2.857102837442002,0,0,0,1,12.651,348.35386,152,5
495,845,Chieti,1800,42.35,14.167,2.5649493574615367,61,4.22959913044286,0,0,0,1,21.376,1059.034554,152,6
496,846,Chioggia,1300,45.226,12.289,1.6094379124341003,5,1.6094379124341005,0,0,1,1,13.899,97.724417,153,1
497,849,Chioggia,1600,45.226,12.289,2.1972245773362196,5,1.3321790402101223,0,0,0,1,19.379,78.750439,153,4
498,851,Chioggia,1800,45.226,12.289,3.1780538303479458,15,2.833213344056216,0,0,0,1,27.868,278.766467,153,6
499,858,Chivasso,1800,45.183,7.883,3.1354942159291497,80,4.512258361514907,0,0,0,0,26.439,1524.419185,154,6
500,864,Ciudad-Real,1600,38.983,-3.933,2.302585092994046,1,0.6931471805599453,0,0,1,0,10.154,22.077892,155,4
501,868,Ciudad-Rodrigo,1500,40.6,-6.533,1.6094379124341003,7,2.70805020110221,0,0,1,1,5.1323,151.028032,156,3
502,869,Ciudad-Rodrigo,1600,40.6,-6.533,2.302585092994046,2,0.6931471805599453,0,0,1,1,7.6761,37.326889,156,4
503,870,Ciudad-Rodrigo,1700,40.6,-6.533,2.833213344056216,4,1.6094379124341005,0,0,1,1,7.9157,74.036463,156,5
504,873,Clermont-Ferrand,1300,45.783,3.083,1.6094379124341003,6,1.945910149055313,0,0,0,1,6.8422,97.112526,157,1
505,877,Clermont-Ferrand,1700,45.783,3.083,2.4849066497880004,80,3.957247934950407,0,0,0,1,13.232,1393.964808,157,5
506,878,Clermont-Ferrand,1800,45.783,3.083,3.1780538303479458,108,3.8468813407208495,0,0,0,1,22.259,1948.714754,157,6
507,881,"Cluj (Klausenburg, Napora)",1500,46.767,23.6,1.791759469228055,11,2.639057329615258,0,0,0,0,4.441,217.607879,158,3
508,882,"Cluj (Klausenburg, Napora)",1600,46.767,23.6,2.1972245773362196,4,1.7917594692280547,0,0,0,1,6.8371,94.581352,158,4
509,883,"Cluj (Klausenburg, Napora)",1700,46.767,23.6,2.1972245773362196,9,2.484906649788001,0,0,0,1,7.5573,178.269198,158,5
510,884,"Cluj (Klausenburg, Napora)",1800,46.767,23.6,2.3978952727983707,35,3.784189633918262,0,0,0,1,12.378,698.204446,158,6
511,885,Coimbra Kulumriyya),1200,40.2,-8.417,2.995732273553991,8,3.5646232986148125,0,0,1,1,2.7841,210.257682,159,0
512,886,Coimbra Kulumriyya),1300,40.2,-8.417,1.791759469228055,9,3.4124897213986074,0,1,1,1,4.0018,218.730935,159,1
513,888,Coimbra Kulumriyya),1500,40.2,-8.417,1.791759469228055,18,3.4657359027997265,0,1,1,1,4.4247,388.878063,159,3
514,889,Coimbra Kulumriyya),1600,40.2,-8.417,2.302585092994046,6,1.945910149055313,0,1,1,1,6.8378,125.272024,159,4
515,890,Coimbra Kulumriyya),1700,40.2,-8.417,2.3978952727983707,13,2.564949357461537,0,1,1,1,7.5993,240.571747,159,5
516,891,Coimbra Kulumriyya),1800,40.2,-8.417,2.70805020110221,46,4.166249530291111,0,1,1,1,12.7,863.805393,159,6
517,893,Colchester,1300,51.892,0.9,1.9459101490553132,3,1.6094379124341005,0,0,0,0,6.4697,80.173822,160,1
518,895,Colchester,1500,51.892,0.9,1.6094379124341003,15,3.1780538303479453,0,0,0,0,6.4497,356.343234,160,3
519,896,Colchester,1600,51.892,0.9,2.0794415416798357,30,3.67180858780934,0,0,0,0,10.524,649.278804,160,4
520,897,Colchester,1700,51.892,0.9,2.302585092994046,20,3.401197381662155,0,0,0,0,16.137,461.104747,160,5
521,898,Colchester,1800,51.892,0.9,2.4849066497880004,90,4.667829953478476,0,0,1,0,28.666,1762.390551,160,6
522,904,Colmar,1800,48.083,7.367,2.3978952727983707,231,5.148616329708808,0,0,1,0,22.496,4296.328789,161,6
523,906,Comiso,1800,36.933,14.6,2.3978952727983707,2,0.6931471805599453,0,0,0,0,22.029,32.212502,162,6
524,908,Como,1300,45.783,9.083,2.4849066497880004,7,1.945910149055313,0,0,1,1,11.922,137.998413,163,1
525,909,Como,1400,45.783,9.083,2.302585092994046,37,3.5931832947537456,0,0,0,1,9.3249,704.433505,163,2
526,910,Como,1500,45.783,9.083,2.302585092994046,71,4.274770731600713,0,0,0,1,11.488,1374.426149,163,3
527,911,Como,1600,45.783,9.083,2.4849066497880004,103,4.483614374800355,0,0,0,1,16.5,1941.507113,163,4
528,912,Como,1700,45.783,9.083,2.5649493574615367,137,4.667880714688246,0,0,0,1,17.663,2514.955284,163,5
529,913,Como,1800,45.783,9.083,2.70805020110221,250,5.367531864354101,0,0,0,1,27.083,4571.390932,163,6
530,914,Corato,1800,41.15,16.417,2.302585092994046,3,1.3862943611198906,0,0,0,0,23.706,51.344675,164,6
531,915,Cordoba (Kurtuba),1300,37.883,-4.767,4.0943445622221,1,-0.0,0,0,0,1,6.2148,18.02441,165,1
532,916,Cordoba (Kurtuba),1400,37.883,-4.767,3.6888794541139363,13,3.332204510175204,0,0,0,1,4.8602,291.73442,165,2
533,917,Cordoba (Kurtuba),1500,37.883,-4.767,3.5553480614894135,33,3.818380380885661,0,0,0,1,6.443,645.914076,165,3
534,918,Cordoba (Kurtuba),1600,37.883,-4.767,3.4339872044851463,16,3.1202915653012844,0,0,0,1,10.78,308.730048,165,4
535,919,Cordoba (Kurtuba),1700,37.883,-4.767,3.4339872044851463,7,1.7478680974667573,0,0,0,1,9.8124,124.462699,165,5
536,920,Cordoba (Kurtuba),1800,37.883,-4.767,3.6888794541139363,33,3.632242500705666,0,0,0,1,17.165,602.188037,165,6
537,923,Cork,1700,51.899,-8.496,3.2188758248682006,24,3.49650756146648,0,0,1,1,6.1613,506.289812,166,5
538,924,Cork,1800,51.899,-8.496,4.31748811353631,194,5.35983172093153,0,0,1,1,12.454,3732.589877,166,6
539,925,Corleone,1300,37.817,13.3,2.5649493574615367,1,-0.0,0,0,0,0,6.6171,16.957773,167,1
540,926,Corleone,1400,37.817,13.3,1.6094379124341003,1,-0.0,0,0,0,0,4.8711,17.143791,167,2
541,927,Corleone,1500,37.817,13.3,1.6094379124341003,4,1.3862943611198906,0,0,0,0,7.4596,57.1127721,167,3
542,928,Corleone,1600,37.817,13.3,1.791759469228055,5,1.945910149055313,0,0,0,0,12.62,102.36862,167,4
543,930,Corleone,1800,37.817,13.3,2.4849066497880004,21,3.163424050423405,0,0,0,0,23.373,374.298695,167,6
544,937,Cosenza,1800,39.3,16.25,2.302585092994046,74,4.180116520219967,0,0,0,0,17.49,1286.577966,168,6
545,939,Coventry,1300,52.403,-1.508,2.4849066497880004,2,1.3862943611198906,0,0,1,0,4.8247,46.004602000000006,169,1
546,940,Coventry,1400,52.403,-1.508,2.302585092994046,9,3.319419301952094,0,0,1,0,3.7885,230.174338,169,2
547,941,Coventry,1500,52.403,-1.508,1.791759469228055,17,3.982127833212109,0,0,1,0,4.8503,444.310754,169,3
548,942,Coventry,1600,52.403,-1.508,1.791759469228055,38,4.137222233967175,0,0,1,0,7.9822,880.39069,169,4
549,943,Coventry,1700,52.403,-1.508,1.9459101490553132,27,3.963311928765759,0,0,1,0,11.727,604.161428,169,5
550,944,Coventry,1800,52.403,-1.508,2.772588722239781,129,5.056203195702713,0,0,1,0,27.272,2486.387583,169,6
551,947,Craiova,1800,44.317,23.8,2.3978952727983707,23,3.663561646129645,0,0,0,1,13.131,484.589254,170,6
552,949,Crema,1300,45.367,9.683,2.1972245773362196,1,-0.0,0,0,1,1,13.118,18.900852,171,1
553,951,Crema,1500,45.367,9.683,2.4849066497880004,11,2.639057329615258,0,0,1,1,12.771,230.865316,171,3
554,952,Crema,1600,45.367,9.683,2.6390573296152584,9,2.302585092994045,0,0,1,1,17.934,179.810847,171,4
555,953,Crema,1700,45.367,9.683,1.9459101490553132,11,2.484906649788001,0,0,1,1,19.219,212.700023,171,5
556,954,Crema,1800,45.367,9.683,2.1972245773362196,49,3.961378427336625,0,0,1,1,27.894,893.638892,171,6
557,955,Cremona,1200,45.117,10.033,3.2188758248682006,6,2.484906649788001,0,0,1,1,7.0134,113.537784,172,0
558,956,Cremona,1300,45.117,10.033,3.6888794541139363,6,1.5607104090414063,0,0,1,1,11.794,92.195229,172,1
559,957,Cremona,1400,45.117,10.033,3.5553480614894135,18,3.1354942159291497,0,0,0,1,9.2505,340.860069,172,2
560,958,Cremona,1500,45.117,10.033,3.6888794541139363,45,4.088147727105771,0,0,0,1,11.732,970.563196,172,3
561,959,Cremona,1600,45.117,10.033,3.58351893845611,29,3.606483532463829,0,0,0,1,16.372,592.117267,172,4
562,960,Cremona,1700,45.117,10.033,3.091042453358316,29,3.571826173435832,0,0,0,1,17.539,573.056302,172,5
563,961,Cremona,1800,45.117,10.033,3.1354942159291497,88,4.592278814829411,0,0,0,1,26.011,1621.354058,172,6
564,965,Cuenca (Kunka),1500,40.067,-2.133,2.5649493574615367,19,2.9785084205272367,0,0,1,1,5.6092,406.262771,173,3
565,966,Cuenca (Kunka),1600,40.067,-2.133,2.70805020110221,9,2.210253577620973,0,0,1,1,8.8636,157.538762,173,4
566,967,Cuenca (Kunka),1700,40.067,-2.133,1.9459101490553132,3,1.0986122886681096,0,0,1,1,9.3554,64.832966,173,5
567,968,Cuenca (Kunka),1800,40.067,-2.133,1.791759469228055,4,1.7917594692280547,0,0,1,1,16.129,73.30458300000001,173,6
568,970,Dbrecen (Debreczin),1600,47.533,21.633,2.4849066497880004,1,-0.0,0,1,0,0,6.9468,14.830963,174,4
569,971,Dbrecen (Debreczin),1700,47.533,21.633,2.995732273553991,7,3.028029073307412,0,1,0,0,7.6869,150.98087,174,5
570,972,Dbrecen (Debreczin),1800,47.533,21.633,3.5553480614894135,23,3.555348061489413,0,1,1,0,13.551,473.698641,174,6
571,973,Delft,1500,52.0,4.367,2.4849066497880004,26,3.396633717042106,0,0,1,0,9.5608,521.810504,175,3
572,974,Delft,1600,52.0,4.367,2.995732273553991,63,4.192054589664698,0,0,1,0,17.932,1371.389268,175,4
573,975,Delft,1700,52.0,4.367,2.8903717578961645,17,3.040727294264433,0,0,1,0,27.575,309.263739,175,5
574,976,Delft,1800,52.0,4.367,2.833213344056216,16,3.091042453358315,0,0,1,0,34.649,325.766163,175,6
575,981,Deptford,1800,51.479,-0.034,2.8903717578961645,217,5.138359912377748,0,0,0,0,130.46,4038.889826,176,6
576,986,Derby,1800,52.915,-1.472,2.3978952727983707,143,4.6021339538955015,0,0,1,0,27.272,2744.642279,177,6
577,993,Dessau,1800,51.833,12.25,2.302585092994046,255,5.606136533948059,0,0,1,0,19.793,4857.773999,178,6
578,994,Deventer,1300,52.25,6.2,2.5649493574615367,3,1.7917594692280547,0,0,1,0,6.9357,65.629973,179,1
579,995,Deventer,1400,52.25,6.2,1.6094379124341003,1,-0.0,0,0,1,0,5.2496,13.48297,179,2
580,996,Deventer,1500,52.25,6.2,1.9459101490553132,15,3.044522437723422,0,0,1,0,7.464,307.378583,179,3
581,998,Deventer,1700,52.25,6.2,1.9459101490553132,27,3.255110512727741,0,0,1,1,15.309,504.133159,179,5
582,999,Deventer,1800,52.25,6.2,2.0794415416798357,45,3.877461147974526,0,0,1,1,23.233,850.750802,179,6
583,1001,Dieppe,1500,49.933,1.083,2.995732273553991,7,2.3978952727983707,0,0,0,0,8.1063,160.859657,180,3
584,1002,Dieppe,1600,49.933,1.083,3.4011973816621555,25,3.5157396511717023,0,0,0,0,12.308,546.102191,180,4
585,1003,Dieppe,1700,49.933,1.083,2.0794415416798357,41,3.477343426632074,0,0,0,0,17.232,693.022706,180,5
586,1004,Dieppe,1800,49.933,1.083,2.833213344056216,62,3.95796690197601,0,0,0,0,27.841,1164.633349,180,6
587,1005,Dijon,1300,47.317,5.017,2.833213344056216,4,2.3978952727983707,0,0,1,1,7.3203,105.188628,181,1
588,1006,Dijon,1400,47.317,5.017,2.3978952727983707,12,2.995732273553991,0,0,1,1,5.8552,262.851323,181,2
589,1007,Dijon,1500,47.317,5.017,2.5649493574615367,18,3.526360524616162,0,0,1,1,7.5437,390.955619,181,3
590,1008,Dijon,1600,47.317,5.017,3.044522437723423,37,4.02535169073515,0,0,1,1,10.967,742.989689,181,4
591,1009,Dijon,1700,47.317,5.017,3.044522437723423,198,5.056477236007352,0,0,1,1,14.136,3609.91478,181,5
592,1010,Dijon,1800,47.317,5.017,2.9444389791664403,201,4.839131615375072,0,0,1,1,22.823,3787.354501,181,6
593,1015,Dinan,1700,48.45,-2.033,2.302585092994046,58,3.738783732179452,0,0,0,0,12.526,984.950866,182,5
594,1019,Djirokaster (Ergiri),1800,40.083,20.117,2.302585092994046,22,3.2580965380214826,0,0,0,1,14.224,432.81393,183,6
595,1020,Dordrecht,1300,51.8,4.667,1.6094379124341003,2,1.0986122886681096,0,0,1,0,7.7481,39.328459,184,1
596,1021,Dordrecht,1400,51.8,4.667,2.0794415416798357,5,2.615630577027551,0,0,1,0,6.2254,103.474702,184,2
597,1022,Dordrecht,1500,51.8,4.667,2.302585092994046,24,3.5646232986148125,0,0,1,0,9.9112,508.692264,184,3
598,1023,Dordrecht,1600,51.8,4.667,2.8903717578961645,88,4.310308321470219,0,0,1,0,16.361,1856.106789,184,4
599,1024,Dordrecht,1700,51.8,4.667,3.091042453358316,45,3.5714357147445384,0,0,1,0,24.19,864.87844,184,5
600,1025,Dordrecht,1800,51.8,4.667,2.8903717578961645,58,4.299255732916646,0,0,1,0,31.597,1145.248028,184,6
601,1026,Douai,1300,50.367,3.067,3.4011973816621555,1,-0.0,0,0,1,0,11.556,28.88344,185,1
602,1027,Douai,1400,50.367,3.067,2.302585092994046,3,1.6094379124341005,0,0,1,0,9.4021,70.318577,185,2
603,1028,Douai,1500,50.367,3.067,2.302585092994046,12,2.9785084205272367,0,0,1,0,11.252,255.372237,185,3
604,1030,Douai,1700,50.367,3.067,2.5649493574615367,49,3.798815803879324,0,1,1,0,21.903,883.687136,185,5
605,1031,Douai,1800,50.367,3.067,2.8903717578961645,77,3.816999030753848,0,1,1,0,30.997,1402.616466,185,6
606,1038,Dover,1800,51.125,1.309,2.3978952727983707,122,4.918714550855135,0,0,1,0,27.582,2319.73358,186,6
607,1040,Dresden,1300,51.05,13.75,1.6094379124341003,3,2.19722457733622,0,0,1,0,5.2531,80.162934,187,1
608,1042,Dresden,1500,51.05,13.75,1.6094379124341003,60,4.262036339091514,0,0,1,0,6.1706,1137.353035,187,3
609,1043,Dresden,1600,51.05,13.75,2.4849066497880004,115,4.852298932701508,0,0,1,0,9.4667,2223.370065,187,4
610,1044,Dresden,1700,51.05,13.75,3.6888794541139363,305,5.842424928351489,0,0,1,0,10.253,5703.566044,187,5
611,1045,Dresden,1800,51.05,13.75,4.0943445622221,806,6.549387628232708,0,0,1,0,18.196,14755.774093,187,6
612,1050,Drogheda,1800,53.717,-6.35,2.8903717578961645,38,3.850147601710058,0,0,0,0,18.531,711.804721,188,6
613,1051,Dublin,1200,53.333,-6.25,2.1972245773362196,3,1.3862943611198906,0,0,0,0,2.1326,59.902823,189,0
614,1052,Dublin,1300,53.333,-6.25,2.3978952727983707,1,0.6931471805599453,1,0,1,0,3.2618,22.241766,189,1
615,1053,Dublin,1400,53.333,-6.25,2.70805020110221,1,1.7917594692280547,1,0,1,0,2.5426,30.282099,189,2
616,1054,Dublin,1500,53.333,-6.25,2.0794415416798357,10,3.044522437723422,1,0,1,0,3.2832,205.598431,189,3
617,1055,Dublin,1600,53.333,-6.25,1.6094379124341003,29,4.071239656203435,1,1,1,0,5.1204,664.883887,189,4
618,1056,Dublin,1700,53.333,-6.25,4.0943445622221,145,5.216080340908941,1,1,1,0,6.6799,3065.013116,189,5
619,1057,Dublin,1800,53.333,-6.25,5.298317366548036,465,6.275834623873704,1,1,1,0,14.279,9304.932222,189,6
620,1062,Dudley,1800,52.512,-2.096,2.302585092994046,39,4.04813475018477,0,0,0,0,30.593,784.930965,190,6
621,1068,Duesseldorf,1800,51.217,6.767,2.995732273553991,310,5.318536079822724,0,0,1,0,24.431,5610.862682,191,6
622,1070,Dundalk,1800,54.0,-6.417,2.70805020110221,21,3.2580965380214826,0,0,0,0,16.976,401.736293,192,6
623,1073,Dundee,1600,56.48,-3.031,1.9459101490553132,4,1.3862943611198906,0,0,0,1,5.9351,99.778906,193,4
624,1074,Dundee,1700,56.48,-3.031,2.302585092994046,29,3.6280156368701606,0,0,0,1,7.6646,627.369554,193,5
625,1075,Dundee,1800,56.48,-3.031,3.258096538021482,104,4.8128551543637705,0,0,0,1,16.325,2044.67333,193,6
626,1077,"Dunkerque (Duinkerken, Duenkirchen)",1600,51.05,2.367,2.302585092994046,9,2.3978952727983707,0,0,0,0,12.611,180.389024,194,4
627,1078,"Dunkerque (Duinkerken, Duenkirchen)",1700,51.05,2.367,2.5649493574615367,34,2.6308484806783774,0,0,0,0,17.823,573.371502,194,5
628,1079,"Dunkerque (Duinkerken, Duenkirchen)",1800,51.05,2.367,3.044522437723423,53,3.882913142810153,0,0,0,0,27.452,965.978116,194,6
629,1080,"Durres (Dyrrachium, Durazzo)",1200,41.317,19.433,3.2188758248682006,1,-0.0,0,0,0,0,3.0493,17.751915,195,0
630,1081,"Durres (Dyrrachium, Durazzo)",1300,41.317,19.433,3.2188758248682006,2,0.6931471805599453,0,0,0,0,4.4945,50.498954,195,1
631,1082,"Durres (Dyrrachium, Durazzo)",1400,41.317,19.433,2.302585092994046,2,1.0986122886681096,0,0,0,0,3.691,49.951527,195,2
632,1084,"Durres (Dyrrachium, Durazzo)",1800,41.317,19.433,2.302585092994046,3,1.3862943611198906,0,0,0,0,15.089,61.003006,195,6
633,1086,Ecija (Istidja),1500,37.533,-5.083,2.833213344056216,7,2.484906649788001,0,0,1,0,6.6903,158.168281,196,3
634,1087,Ecija (Istidja),1600,37.533,-5.083,3.1354942159291497,3,1.0986122886681096,0,0,1,0,11.455,59.650269,196,4
635,1088,Ecija (Istidja),1700,37.533,-5.083,2.3978952727983707,3,1.0986122886681096,0,0,1,0,10.598,56.52964,196,5
636,1089,Ecija (Istidja),1800,37.533,-5.083,3.332204510175204,6,1.945910149055313,0,0,1,0,17.718,112.296915,196,6
637,1093,Edinburgh,1500,55.949,-3.161,2.8903717578961645,25,3.82065197700538,1,0,1,0,3.3962,605.989549,197,3
638,1094,Edinburgh,1600,55.949,-3.161,2.70805020110221,33,3.922203526557485,1,1,1,0,5.6058,734.402111,197,4
639,1095,Edinburgh,1700,55.949,-3.161,3.58351893845611,207,5.562486942086319,1,1,1,0,7.4493,4571.770594,197,5
640,1096,Edinburgh,1800,55.949,-3.161,4.418840607796598,621,6.49010886055585,0,1,1,0,16.175,12393.84543,197,6
641,1100,Eger (Erlau),1800,47.9,20.37,2.833213344056216,6,2.3978952727983707,0,0,0,0,14.966,113.44578,198,6
642,1106,Elberfeld,1800,51.267,7.133,2.9444389791664403,210,5.341732447499846,0,0,0,0,24.367,3807.379145,199,6
643,1109,Elblag (Elbing),1500,54.167,19.383,2.302585092994046,11,2.54003630382098,0,0,1,0,4.2195,187.647944,200,3
644,1110,Elblag (Elbing),1600,54.167,19.383,2.70805020110221,20,3.1202915653012844,0,0,1,0,6.8353,360.865044,200,4
645,1111,Elblag (Elbing),1700,54.167,19.383,2.772588722239781,27,3.444813797491462,0,0,1,0,7.1604,499.804912,200,5
646,1112,Elblag (Elbing),1800,54.167,19.383,2.833213344056216,115,4.855145134032849,0,0,1,0,11.806,2031.125004,200,6
647,1115,Elche (Alsh),1700,38.25,-0.68,1.9459101490553132,3,1.0986122886681096,0,0,1,0,9.5725,61.842582,201,5
648,1116,Elche (Alsh),1800,38.25,-0.68,2.833213344056216,15,2.9444389791664403,0,0,1,0,17.135,265.197072,201,6
